CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,Room_Efficiency,Location_Convenience,Quiet_Livability,Edu_Tax_Balance,Composite_Risk,River_Premium_Factor,Highway_Grade_Score
0.07978,40,6.41,0,0.447,6.482,32.1,4.1403,4,254.0,17.6,396.9,7.19,29.1,25.519685039370078,6.34388,0.5789551743987178,-5.118110236220475,0.2790599408048645,0.0,2
0.21038,20,3.33,0,0.4429,6.812,32.2,4.1007,5,216.0,14.9,396.9,4.85,35.1,31.537037037037038,7.94965,0.5069792901005119,0.23148148148148065,0.20752210290076903,0.0,1
0.03578,20,3.33,0,0.4429,7.82,64.5,4.6947,5,216.0,14.9,387.31,3.76,45.4,36.2037037037037,7.6526499999999995,0.8095487833290854,0.23148148148148065,0.17548237830477506,0.0,1
0.03705,20,3.33,0,0.4429,6.968,37.2,5.2447,5,216.0,14.9,392.23,4.59,35.4,32.25925925925926,7.37765,0.5512982030347665,0.23148148148148065,0.19839952255574445,0.0,1
0.06129,20,3.33,1,0.4429,7.645,49.7,5.2119,5,216.0,14.9,377.07,3.01,46.0,35.39351851851852,7.39405,0.6364332337147736,0.23148148148148065,0.15507374031574236,1.086275489611962,1
0.01501,90,1.21,1,0.401,7.923,24.8,5.885,1,198.0,13.6,395.52,3.16,50.0,40.015151515151516,1.4115000000000002,0.2979216515591289,3.535353535353536,0.07247864535227755,1.086275489611962,5
0.00906,90,2.97,0,0.4,7.088,20.8,7.3073,1,285.0,15.3,394.72,7.85,32.2,24.870175438596494,1.2692700000000001,0.38408440473174266,-0.5263157894736855,0.19976916665566335,0.0,5
0.01096,55,2.25,0,0.389,6.453,31.9,7.3073,1,300.0,15.3,394.72,8.23,22.0,21.51,1.2692700000000001,0.48625145012182946,-0.5000000000000012,0.18764242855572227,0.0,5
0.01965,80,1.76,0,0.385,6.23,31.5,9.0892,1,241.0,18.2,341.6,12.93,20.1,25.85062240663901,1.09108,0.6035924822046864,-6.639004149377592,0.3092005986129843,0.0,5
0.03871,52,5.32,0,0.405,6.209,31.3,7.3172,6,293.0,16.6,396.9,7.14,23.2,21.191126279863482,7.60968,0.48291680142383286,-2.730375426621163,0.1907988798714538,0.0,0
0.0459,52,5.32,0,0.405,6.315,45.6,7.3172,6,293.0,16.6,396.9,7.6,22.3,21.552901023890787,7.60968,0.6428808129456022,-2.730375426621163,0.20357285047079124,0.0,0
0.04297,52,5.32,0,0.405,6.565,22.9,7.3172,6,293.0,16.6,371.72,9.51,24.8,22.4061433447099,7.60968,0.46180539855521235,-2.730375426621163,0.25624411223771837,0.0,0
0.03502,80,4.95,0,0.411,6.861,27.9,5.1167,4,245.0,19.2,396.9,3.33,28.5,28.00408163265306,5.953320000000001,0.35511458211329155,-8.57142857142857,0.09797063384235594,0.0,2
0.07886,80,4.95,0,0.411,7.148,27.7,5.1167,4,245.0,19.2,396.9,3.56,37.3,29.175510204081633,5.953320000000001,0.359401428244928,-8.57142857142857,0.10480996323870095,0.0,2
0.03615,80,4.95,0,0.411,6.63,23.4,5.1167,4,245.0,19.2,396.9,4.7,27.9,27.06122448979592,5.953320000000001,0.3465741388389084,-8.57142857142857,0.1357868667787358,0.0,2
0.08265,0,13.92,0,0.437,6.127,18.4,5.5027,4,289.0,16.0,396.9,8.58,23.9,21.20069204152249,5.79892,0.4556427930155469,-1.7301038062283738,0.2968714756141675,0.0,2
0.08199,0,13.92,0,0.437,6.009,42.3,5.5027,4,289.0,16.0,396.9,10.4,21.7,20.792387543252598,5.79892,0.7520015456271556,-1.7301038062283738,0.3470848079251741,0.0,2
0.12932,0,13.92,0,0.437,6.678,31.1,5.9604,4,289.0,16.0,396.9,6.27,28.6,23.107266435986162,5.61584,0.5226940680716439,-1.7301038062283738,0.23365431330743108,0.0,2
0.05372,0,13.92,0,0.437,6.549,51.0,5.9604,4,289.0,16.0,392.85,7.39,27.1,22.660899653979243,5.61584,0.7585425026978797,-1.7301038062283738,0.26370966479776176,0.0,2
0.14103,0,13.92,0,0.437,5.79,58.0,6.32,4,289.0,16.0,396.9,15.84,20.3,20.034602076124568,5.472,1.0638009013356373,-1.7301038062283738,0.4978587785661953,0.0,2
0.06466,70,2.24,0,0.4,6.345,20.1,7.8278,5,358.0,14.8,368.24,4.97,22.5,17.723463687150836,6.0861,0.2974051432344128,0.2793296089385465,0.1209238985746555,0.0,1
0.05561,70,2.24,0,0.4,7.041,10.0,7.8278,5,358.0,14.8,371.58,4.74,29.0,19.66759776536313,6.0861,0.18704208701008845,0.2793296089385465,0.11447560039022178,0.0,1
0.04417,70,2.24,0,0.4,6.871,47.4,7.8278,5,358.0,14.8,390.86,6.07,24.8,19.1927374301676,6.0861,0.6089117941689084,0.2793296089385465,0.15104679679792615,0.0,1
0.03537,34,6.09,0,0.433,6.59,40.4,5.4917,7,329.0,16.1,395.75,9.5,22.0,20.030395136778115,10.155809999999999,0.6993691996354757,-1.6717325227963546,0.3134959206045608,0.0,-1
0.09266,34,6.09,0,0.433,6.495,18.4,5.4917,7,329.0,16.1,383.61,8.67,26.4,19.741641337386017,10.155809999999999,0.44989578404925906,-1.6717325227963546,0.29123697663440545,0.0,-1
0.1,34,6.09,0,0.433,6.982,17.7,5.4917,7,329.0,16.1,390.43,4.86,33.1,21.221884498480243,10.155809999999999,0.3375542708963001,-1.6717325227963546,0.1861870261335593,0.0,-1
0.05515,33,2.18,0,0.472,7.236,41.1,4.022,7,222.0,18.4,393.68,6.93,36.1,32.5945945945946,11.1846,0.7159090612472687,-7.657657657657654,0.3230490418254376,0.0,-1
0.05479,33,2.18,0,0.472,6.616,58.1,3.37,7,222.0,18.4,393.36,8.93,28.4,29.8018018018018,11.640999999999998,0.946173939175169,-7.657657657657654,0.37823263348133085,0.0,-1
0.07503,33,2.18,0,0.472,7.42,71.9,3.0992,7,222.0,18.4,396.9,6.47,33.4,33.42342342342342,11.83056,1.0204146686750362,-7.657657657657654,0.31057933149935224,0.0,-1
0.04932,33,2.18,0,0.472,6.849,70.3,3.1827,7,222.0,18.4,396.9,7.53,28.2,30.85135135135135,11.77211,1.0331862589201806,-7.657657657657654,0.33953980542181594,0.0,-1
0.49298,0,9.9,0,0.544,6.635,82.5,3.3175,4,304.0,18.4,396.9,4.54,22.8,21.825657894736842,6.673000000000001,1.22447255462791,-5.592105263157893,0.41016906623693916,0.0,2
0.3494,0,9.9,0,0.544,5.972,76.7,3.1025,4,304.0,18.4,396.24,9.97,20.3,19.644736842105264,6.759,1.3145747569045279,-5.592105263157893,0.5583896987410767,0.0,2
2.63548,0,9.9,0,0.544,4.973,37.8,2.5194,4,304.0,18.4,350.45,12.64,16.1,16.35855263157895,6.99224,0.9876323339228266,-5.592105263157893,0.6577601834414916,0.0,2
0.79041,0,9.9,0,0.544,6.122,52.8,2.6403,4,304.0,18.4,396.9,5.98,22.1,20.138157894736842,6.94388,0.9583374170964511,-5.592105263157893,0.45324720706243593,0.0,2
0.26169,0,9.9,0,0.544,6.023,90.4,2.834,4,304.0,18.4,396.3,11.72,19.4,19.8125,6.8664000000000005,1.5039555982119348,-5.592105263157893,0.6056930427114697,0.0,2
0.26938,0,9.9,0,0.544,6.266,82.8,3.2628,4,304.0,18.4,393.39,7.9,21.6,20.611842105263158,6.694880000000001,1.3202773847682034,-5.592105263157893,0.5003710879363908,0.0,2
0.3692,0,9.9,0,0.544,6.567,87.3,3.6023,4,304.0,18.4,395.69,9.28,23.8,21.601973684210527,6.559080000000001,1.404700830250092,-5.592105263157893,0.5395725108678339,0.0,2
0.25356,0,9.9,0,0.544,5.705,77.7,3.945,4,304.0,18.4,396.42,11.5,16.2,18.766447368421055,6.422000000000001,1.3670919611249326,-5.592105263157893,0.5995310232950637,0.0,2
0.31827,0,9.9,0,0.544,5.914,83.2,3.9986,4,304.0,18.4,390.7,18.33,17.8,19.45394736842105,6.4005600000000005,1.6122003812466525,-5.592105263157893,0.7887241317575331,0.0,2
0.24522,0,9.9,0,0.544,5.782,71.7,4.0317,4,304.0,18.4,396.9,15.94,19.8,19.019736842105264,6.38732,1.4278165503720393,-5.592105263157893,0.721953839997281,0.0,2
0.40202,0,9.9,0,0.544,6.382,67.2,3.5325,4,304.0,18.4,395.21,10.36,23.1,20.99342105263158,6.587000000000001,1.2274990651550512,-5.592105263157893,0.5697427242580358,0.0,2
0.47547,0,9.9,0,0.544,6.113,58.8,4.0019,4,304.0,18.4,396.23,12.73,21.0,20.10855263157895,6.399240000000001,1.2063876622864307,-5.592105263157893,0.6359656355421544,0.0,2
0.1676,0,7.38,0,0.493,6.426,52.3,4.5404,5,287.0,19.6,396.9,7.2,23.8,22.39024390243903,7.7298,0.881914274065637,-8.013937282229968,0.3749731603820702,0.0,1
0.18159,0,7.38,0,0.493,6.376,54.3,4.5404,5,287.0,19.6,396.9,6.87,23.1,22.216027874564464,7.7298,0.8934056361488312,-8.013937282229968,0.3660244443440922,0.0,1
0.35114,0,7.38,0,0.493,6.041,49.9,4.7211,5,287.0,19.6,396.9,7.7,20.4,21.04878048780488,7.63945,0.8709943967401972,-8.013937282229968,0.39083301522169067,0.0,1
0.28392,0,7.38,0,0.493,5.708,74.3,4.7211,5,287.0,19.6,391.13,11.74,18.5,19.88850174216028,7.63945,1.2337607580845247,-8.013937282229968,0.501556507326429,0.0,1
0.34109,0,7.38,0,0.493,6.415,40.1,4.7211,5,287.0,19.6,396.9,6.12,25.0,22.351916376306622,7.63945,0.7264692832389479,-8.013937282229968,0.34712182164922417,0.0,1
0.19186,0,7.38,0,0.493,6.431,14.7,5.4159,5,287.0,19.6,393.68,5.08,24.6,22.407665505226483,7.29205,0.4361857176742152,-8.013937282229968,0.31674694068559034,0.0,1
0.30347,0,7.38,0,0.493,6.312,28.9,5.4159,5,287.0,19.6,396.9,6.15,23.0,21.99303135888502,7.29205,0.6119520926591537,-8.013937282229968,0.34752679648918017,0.0,1
0.24103,0,7.38,0,0.493,6.083,43.7,5.4159,5,287.0,19.6,396.9,12.79,22.2,21.195121951219516,7.29205,0.94759523609245,-8.013937282229968,0.5300479440012537,0.0,1
0.06617,0,3.24,0,0.46,5.868,25.8,5.2146,4,430.0,16.9,382.44,9.97,19.3,13.646511627906978,5.91416,0.617533396972677,-2.209302325581394,0.3823667556567791,0.0,2
0.06724,0,3.24,0,0.46,6.333,17.2,5.2146,4,430.0,16.9,375.21,7.34,22.6,14.727906976744187,5.91416,0.4563931669465097,-2.209302325581394,0.30980703826943545,0.0,2
0.04544,0,3.24,0,0.46,6.144,32.2,5.8736,4,430.0,16.9,368.57,9.09,19.8,14.288372093023256,5.6505600000000005,0.6591622677801784,-2.209302325581394,0.35785119474851124,0.0,2
0.05023,35,6.06,0,0.4379,5.706,28.4,6.6407,1,304.0,16.9,394.02,12.43,17.1,18.769736842105264,1.3359300000000003,0.6667174596983803,-3.124999999999998,0.4045951375731939,0.0,5
0.03466,35,6.06,0,0.4379,6.031,23.3,6.6407,1,304.0,16.9,362.25,7.83,19.4,19.838815789473685,1.3359300000000003,0.4872627203818204,-3.124999999999998,0.27748856719830095,0.0,5
0.05083,0,5.19,0,0.515,6.316,38.1,6.4584,5,224.0,20.2,389.71,5.68,22.2,28.19642857142857,6.7707999999999995,0.7389981702495866,-11.607142857142856,0.37698557859147686,0.0,1
0.03738,0,5.19,0,0.515,6.31,38.5,6.4584,5,224.0,20.2,389.4,6.75,20.7,28.169642857142854,6.7707999999999995,0.7726430210326714,-11.607142857142856,0.40635979014782253,0.0,1
0.03961,0,5.19,0,0.515,6.037,34.5,5.9853,5,224.0,20.2,396.9,8.01,21.1,26.950892857142858,7.007350000000001,0.7662165882570117,-11.607142857142856,0.44115306673068533,0.0,1
0.03427,0,5.19,0,0.515,5.869,46.3,5.2311,5,224.0,20.2,396.9,9.8,19.5,26.200892857142854,7.38445,0.9371337260931105,-11.607142857142856,0.490485982400533,0.0,1
0.03041,0,5.19,0,0.515,5.895,59.6,5.615,5,224.0,20.2,394.81,10.56,18.5,26.316964285714285,7.1925,1.0950772221361966,-11.607142857142856,0.5114138993594595,0.0,1
0.03306,0,5.19,0,0.515,6.059,37.3,4.8122,5,224.0,20.2,396.14,8.51,20.6,27.049107142857142,7.5939,0.808849749036618,-11.607142857142856,0.45487635580220537,0.0,1
0.05497,0,5.19,0,0.515,5.985,45.4,4.8122,5,224.0,20.2,396.9,9.74,19.0,26.71875,7.5939,0.9262093018973949,-11.607142857142856,0.48906301627055937,0.0,1
0.06151,0,5.19,0,0.515,5.968,58.5,4.8122,5,224.0,20.2,396.9,9.29,18.7,26.642857142857142,7.5939,1.0487045447343692,-11.607142857142856,0.47671930575067767,0.0,1
0.01301,35,1.52,0,0.442,7.241,49.3,7.0379,1,284.0,15.5,394.74,5.49,32.7,25.496478873239436,1.29621,0.6988945884749805,-0.8802816901408451,0.22111190398618114,0.0,5
0.02498,0,1.89,0,0.518,6.54,59.7,6.2669,1,422.0,15.9,389.96,8.65,16.5,15.497630331753555,1.37331,1.0495757334992883,-1.0663507109004744,0.4648215127143537,0.0,5
0.02543,55,3.78,0,0.484,6.696,56.4,5.7321,5,370.0,17.6,396.9,7.18,23.9,18.097297297297295,7.1339500000000005,0.9050683899810218,-3.5135135135135154,0.3543048089619456,0.0,1
0.03049,55,3.78,0,0.484,6.874,28.1,6.4654,5,370.0,17.6,387.97,4.61,31.2,18.57837837837838,6.7673000000000005,0.5427001639651942,-3.5135135135135154,0.28344556735166065,0.0,1
0.03113,0,4.39,0,0.442,6.014,48.5,8.0136,3,352.0,18.8,385.64,10.53,17.5,17.085227272727273,3.59592,0.8297285072178617,-5.397727272727274,0.3603884160994538,0.0,3
0.06162,0,4.39,0,0.442,5.898,52.3,8.0136,3,352.0,18.8,364.61,12.67,17.2,16.755681818181817,3.59592,0.9279141923061733,-5.397727272727274,0.41978188897505386,0.0,3
0.0187,85,4.15,0,0.429,6.516,27.7,8.5353,4,351.0,17.9,392.43,6.36,23.1,18.564102564102566,4.58588,0.47370115843869787,-4.131054131054129,0.2184335095374268,0.0,2
0.01501,80,2.01,0,0.435,6.635,29.7,8.344,4,280.0,17.0,390.94,5.99,24.5,23.69642857142857,4.662400000000001,0.4964344467748558,-3.571428571428571,0.22052800081517226,0.0,2
0.02899,40,1.25,0,0.429,6.939,34.5,8.7921,1,335.0,19.7,389.85,5.89,26.6,20.713432835820896,1.1207900000000002,0.5307629594994827,-7.014925373134327,0.20558007173370546,0.0,5
0.06211,40,1.25,0,0.429,6.49,44.4,8.7921,1,335.0,19.7,396.9,5.98,22.9,19.37313432835821,1.1207900000000002,0.6352031488311609,-7.014925373134327,0.2084357762568736,0.0,5
0.0795,60,1.69,0,0.411,6.579,35.9,10.7103,4,411.0,18.3,370.78,5.49,24.1,16.00729927007299,3.7158800000000003,0.4971065205122931,-4.014598540145987,0.15807322732456952,0.0,2
0.07244,60,1.69,0,0.411,5.884,18.5,10.7103,4,411.0,18.3,392.33,7.79,18.6,14.316301703163019,3.7158800000000003,0.3813755997483279,-4.014598540145987,0.22145965829123926,0.0,2
0.01709,90,2.02,0,0.41,6.728,36.1,12.1265,5,187.0,17.0,384.46,4.5,30.1,35.97860962566845,3.93675,0.46979075878367627,-5.347593582887701,0.12799626000858838,0.0,1
0.04301,80,1.91,0,0.413,5.663,21.9,10.5857,4,334.0,22.0,382.8,8.05,18.2,16.95508982035928,3.7657200000000004,0.42768066701351987,-10.479041916167665,0.23241849146042903,0.0,2
0.10659,80,1.91,0,0.413,5.936,19.5,10.5857,4,334.0,22.0,376.04,5.57,20.6,17.772455089820358,3.7657200000000004,0.3345312091141285,-10.479041916167665,0.16470044424921176,0.0,2
8.98296,0,18.1,1,0.77,6.212,97.4,2.1222,24,666.0,20.2,377.73,17.6,17.8,9.327327327327327,42.90672,2.203318458191093,-3.903903903903903,1.3309902465190158,1.086275489611962,-3
3.8497,0,18.1,1,0.77,6.395,91.0,2.5052,24,666.0,20.2,391.34,13.27,21.7,9.602102102102101,41.98752,2.017925790474099,-3.903903903903903,1.1538124055773327,1.086275489611962,-3
5.20177,0,18.1,1,0.77,6.127,83.4,2.7227,24,666.0,20.2,395.43,11.48,22.7,9.199699699699698,41.46552,1.8902630295689993,-3.903903903903903,1.1196164104023762,1.086275489611962,-3
4.26131,0,18.1,0,0.77,6.112,81.3,2.5091,24,666.0,20.2,390.74,12.67,22.6,9.177177177177176,41.978159999999995,1.901472485695111,-3.903903903903903,1.1418825113448334,0.0,-3
4.54192,0,18.1,0,0.77,6.398,88.0,2.5182,24,666.0,20.2,374.56,7.79,25.0,9.606606606606606,41.95632,1.8358156789166367,-3.903903903903903,1.0103786634433987,0.0,-3
3.83684,0,18.1,0,0.77,6.251,91.1,2.2955,24,666.0,20.2,350.65,14.19,19.9,9.385885885885886,42.4908,2.0443419700572876,-3.903903903903903,1.1790541757437436,0.0,-3
3.67822,0,18.1,0,0.77,5.362,96.2,2.1036,24,666.0,20.2,380.79,10.19,20.8,8.05105105105105,42.95136,1.9864898661067394,-3.903903903903903,1.0668960492498376,0.0,-3
4.22239,0,18.1,1,0.77,5.803,89.0,1.9047,24,666.0,20.2,353.04,14.64,16.8,8.713213213213212,43.428720000000006,2.0351320001348343,-3.903903903903903,1.19580488332825,1.086275489611962,-3
3.47428,0,18.1,1,0.718,8.78,82.9,1.9047,24,666.0,20.2,354.55,5.29,21.9,13.183183183183182,43.428720000000006,1.607312074693964,-3.903903903903903,0.8223982150231144,1.086275489611962,-3
4.55587,0,18.1,0,0.718,3.561,87.9,1.6132,24,666.0,20.2,354.7,7.12,27.5,5.346846846846846,44.12832,1.7093020693059229,-3.903903903903903,0.885051714586656,0.0,-3
3.69695,0,18.1,0,0.718,4.963,91.4,1.7523,24,666.0,20.2,316.03,14.0,21.9,7.451951951951951,43.79448,1.935192858028775,-3.903903903903903,1.0652431354913794,0.0,-3
13.5222,0,18.1,0,0.631,3.863,100.0,1.5106,24,666.0,20.2,131.42,13.33,23.1,5.8003003003003,44.374559999999995,1.8262611397269235,-3.903903903903903,0.9781763721628892,0.0,-3
4.89822,0,18.1,0,0.631,4.97,100.0,1.3325,24,666.0,20.2,375.52,3.26,50.0,7.462462462462462,44.802,1.5483913825525304,-3.903903903903903,0.6033751590845432,0.0,-3
5.66998,0,18.1,1,0.631,6.683,96.8,1.3567,24,666.0,20.2,375.33,3.73,50.0,10.034534534534533,44.743919999999996,1.528404761718316,-3.903903903903903,0.6250186503310702,1.086275489611962,-3
6.53876,0,18.1,1,0.631,7.016,97.5,1.2024,24,666.0,20.2,392.05,2.96,50.0,10.534534534534535,45.114239999999995,1.5143665839220475,-3.903903903903903,0.6135362874446234,1.086275489611962,-3
9.2323,0,18.1,0,0.631,6.216,100.0,1.1691,24,666.0,20.2,366.15,9.53,50.0,9.333333333333334,45.19416,1.7214046275856432,-3.903903903903903,0.8251024183435938,0.0,-3
8.26725,0,18.1,1,0.668,5.875,89.6,1.1296,24,666.0,20.2,347.88,8.88,50.0,8.82132132132132,45.288959999999996,1.6724942562783929,-3.903903903903903,0.8724511939260866,1.086275489611962,-3
11.1081,0,18.1,0,0.668,4.906,100.0,1.1742,24,666.0,20.2,396.9,34.77,13.8,7.366366366366366,45.18192,2.4940043059984194,-3.903903903903903,1.6187856364891426,0.0,-3
18.4982,0,18.1,0,0.668,4.138,100.0,1.137,24,666.0,20.2,396.9,37.97,13.8,6.213213213213213,45.2712,2.5823045267489713,-3.903903903903903,1.7901487994399088,0.0,-3
19.6091,0,18.1,0,0.671,7.313,97.9,1.3163,24,666.0,20.2,396.9,13.44,15.0,10.98048048048048,44.840880000000006,1.889973798098695,-3.903903903903903,1.1319315074101262,0.0,-3
15.288,0,18.1,0,0.671,6.649,93.3,1.3449,24,666.0,20.2,363.02,23.24,13.9,9.983483483483482,44.772240000000004,2.1130193827466424,-3.903903903903903,1.3537828113031931,0.0,-3
9.82349,0,18.1,0,0.671,6.794,98.8,1.358,24,666.0,20.2,396.9,21.24,13.3,10.2012012012012,44.7408,2.114474381234808,-3.903903903903903,1.2371753984619729,0.0,-3
23.6482,0,18.1,0,0.671,6.38,96.2,1.3861,24,666.0,20.2,396.9,23.69,13.1,9.57957957957958,44.67336,2.1553027186944265,-3.903903903903903,1.4601666621492169,0.0,-3
17.8667,0,18.1,0,0.671,6.223,100.0,1.3861,24,666.0,20.2,393.74,21.78,10.2,9.343843843843842,44.67336,2.1417334368953207,-3.903903903903903,1.3424798018448967,0.0,-3
88.9762,0,18.1,0,0.671,6.968,91.9,1.4165,24,666.0,20.2,396.9,17.21,10.4,10.462462462462462,44.6004,1.932210528626155,-3.903903903903903,2.0156296841359387,0.0,-3
15.8744,0,18.1,0,0.671,6.545,99.1,1.5192,24,666.0,20.2,396.9,21.08,10.9,9.827327327327327,44.353919999999995,2.1131489685494946,-3.903903903903903,1.3007711569118268,0.0,-3
9.18702,0,18.1,0,0.7,5.536,100.0,1.5804,24,666.0,20.2,396.9,23.6,11.3,8.312312312312311,44.20704,2.2516249693402006,-3.903903903903903,1.3548138238154457,0.0,-3
7.99248,0,18.1,0,0.7,5.52,100.0,1.5331,24,666.0,20.2,396.9,24.56,12.3,8.288288288288287,44.32055999999999,2.2781150355653663,-3.903903903903903,1.36787754845175,0.0,-3
20.0849,0,18.1,0,0.7,4.368,91.2,1.4395,24,666.0,20.2,285.83,30.63,8.8,6.558558558558559,44.5452,2.3549812984699527,-3.903903903903903,1.6712879149291155,0.0,-3
16.8118,0,18.1,0,0.7,5.277,98.1,1.4261,24,666.0,20.2,396.9,30.81,7.2,7.923423423423423,44.577360000000006,2.431008947988098,-3.903903903903903,1.6394659475114173,0.0,-3
24.3938,0,18.1,0,0.7,4.652,100.0,1.4672,24,666.0,20.2,396.9,28.28,10.5,6.984984984984985,44.47872,2.380764042187883,-3.903903903903903,1.6548734374124243,0.0,-3
22.5971,0,18.1,0,0.7,5.0,89.5,1.5184,24,666.0,20.2,396.9,31.99,7.4,7.5075075075075075,44.35584,2.375001168293057,-3.903903903903903,1.7370520310408133,0.0,-3
14.3337,0,18.1,0,0.7,4.88,100.0,1.5895,24,666.0,20.2,372.92,30.62,10.2,7.3273273273273265,44.185199999999995,2.445333578611724,-3.903903903903903,1.6063698753899147,0.0,-3
8.15174,0,18.1,0,0.7,5.39,98.9,1.7281,24,666.0,20.2,396.9,20.85,11.5,8.093093093093092,43.85256,2.164413439841243,-3.903903903903903,1.2672945240204871,0.0,-3
6.96215,0,18.1,0,0.7,5.713,97.0,1.9265,24,666.0,20.2,394.43,17.11,15.1,8.578078078078077,43.3764,2.0416451006083456,-3.903903903903903,1.1507229362359421,0.0,-3
5.29305,0,18.1,0,0.7,6.051,82.5,2.1678,24,666.0,20.2,378.38,18.76,23.2,9.085585585585585,42.79728,1.9378443149091622,-3.903903903903903,1.1774924559909974,0.0,-3
11.5779,0,18.1,0,0.7,5.036,97.0,1.77,24,666.0,20.2,396.9,25.68,9.7,7.56156156156156,43.752,2.2781241293059176,-3.903903903903903,1.439081882047036,0.0,-3
8.64476,0,18.1,0,0.693,6.193,92.6,1.7912,24,666.0,20.2,396.9,15.17,13.8,9.298798798798797,43.701119999999996,1.9283956904314454,-3.903903903903903,1.1016997659369516,0.0,-3
13.3598,0,18.1,0,0.693,5.887,94.7,1.7821,24,666.0,20.2,396.9,16.35,12.7,8.839339339339338,43.72296,1.982583585298711,-3.903903903903903,1.1872563851127937,0.0,-3
8.71675,0,18.1,0,0.693,6.471,98.8,1.7257,24,666.0,20.2,391.98,17.12,13.1,9.716216216216216,43.85832,2.0460553367304066,-3.903903903903903,1.1563168631995757,0.0,-3
5.87205,0,18.1,0,0.693,6.405,96.0,1.6768,24,666.0,20.2,396.9,19.37,12.5,9.617117117117116,43.97568,2.0793051781583056,-3.903903903903903,1.1864292137899444,0.0,-3
7.67202,0,18.1,0,0.693,5.747,98.9,1.6334,24,666.0,20.2,393.1,19.92,8.5,8.629129129129128,44.07984,2.1243478960045445,-3.903903903903903,1.22183704304731,0.0,-3
38.3518,0,18.1,0,0.693,5.453,100.0,1.4896,24,666.0,20.2,396.9,30.59,5.0,8.187687687687689,44.42496,2.430102471861118,-3.903903903903903,1.8610964217237007,0.0,-3
9.91655,0,18.1,0,0.693,5.852,77.8,1.5004,24,666.0,20.2,338.16,29.97,6.3,8.786786786786786,44.39904,2.184364026026847,-3.903903903903903,1.5243828998716524,0.0,-3
25.0461,0,18.1,0,0.693,5.987,100.0,1.5888,24,666.0,20.2,396.9,26.77,5.6,8.98948948948949,44.18688,2.3246940833401464,-3.903903903903903,1.6061351732910376,0.0,-3
14.2362,0,18.1,0,0.693,6.343,100.0,1.5741,24,666.0,20.2,396.9,20.32,7.2,9.524024024024023,44.222159999999995,2.1467139508898154,-3.903903903903903,1.3066543711758718,0.0,-3
9.59571,0,18.1,0,0.693,6.404,100.0,1.639,24,666.0,20.2,376.11,20.31,12.1,9.615615615615615,44.0664,2.14643801269997,-3.903903903903903,1.2542204442374745,0.0,-3
24.8017,0,18.1,0,0.693,5.349,96.0,1.7028,24,666.0,20.2,396.9,19.77,8.3,8.031531531531531,43.91328,2.0903427057521244,-3.903903903903903,1.4102314433255891,0.0,-3
41.5292,0,18.1,0,0.693,5.531,85.4,1.6074,24,666.0,20.2,329.46,27.38,8.5,8.304804804804803,44.14224,2.1911658597796286,-3.903903903903903,1.8082334726920948,0.0,-3
67.9208,0,18.1,0,0.693,5.683,100.0,1.4254,24,666.0,20.2,384.97,22.98,5.0,8.533033033033032,44.57904,2.2201135093887117,-3.903903903903903,1.9834558899786372,0.0,-3
20.7162,0,18.1,0,0.659,4.138,100.0,1.1781,24,666.0,20.2,370.22,23.34,11.9,6.213213213213213,45.17256,2.1600884364865234,-3.903903903903903,1.3928624944036523,0.0,-3
11.9511,0,18.1,0,0.659,5.608,100.0,1.2852,24,666.0,20.2,332.09,12.13,27.9,8.42042042042042,44.91552,1.8507617256697464,-3.903903903903903,0.9850181729078454,0.0,-3
7.40389,0,18.1,0,0.597,5.617,97.9,1.4547,24,666.0,20.2,314.64,26.4,17.2,8.433933933933934,44.508720000000004,2.0953263176528334,-3.903903903903903,1.200100409317483,0.0,-3
14.4383,0,18.1,0,0.597,6.852,100.0,1.4655,24,666.0,20.2,179.36,19.78,27.5,10.288288288288289,44.482800000000005,1.934282424440629,-3.903903903903903,1.0964943999990986,0.0,-3
51.1358,0,18.1,0,0.597,5.757,100.0,1.413,24,666.0,20.2,2.6,10.11,15.0,8.644144144144143,44.608799999999995,1.667450194860055,-3.903903903903903,1.2421332224194943,0.0,-3
14.0507,0,18.1,0,0.597,6.657,100.0,1.5275,24,666.0,20.2,35.05,21.22,17.2,9.995495495495495,44.333999999999996,1.9740175237783772,-3.903903903903903,1.1318729687896552,0.0,-3
18.811,0,18.1,0,0.597,4.628,100.0,1.5539,24,666.0,20.2,28.79,34.37,17.9,6.948948948948948,44.27064,2.336876243425176,-3.903903903903903,1.5482363126980583,0.0,-3
28.6558,0,18.1,0,0.597,5.155,100.0,1.5894,24,666.0,20.2,210.97,20.08,16.3,7.74024024024024,44.18543999999999,1.9425605701359931,-3.903903903903903,1.2645738177654153,0.0,-3
45.7461,0,18.1,0,0.693,4.519,100.0,1.6582,24,666.0,20.2,88.27,36.98,7.0,6.785285285285285,44.02032,2.606426975172376,-3.903903903903903,2.1205310742225265,0.0,-3
18.0846,0,18.1,0,0.679,6.434,100.0,1.8347,24,666.0,20.2,27.25,29.05,7.2,9.66066066066066,43.59672,2.358801406262775,-3.903903903903903,1.561996914675285,0.0,-3
10.8342,0,18.1,0,0.679,6.782,90.8,1.8195,24,666.0,20.2,21.57,25.79,7.5,10.183183183183182,43.633199999999995,2.174097873571914,-3.903903903903903,1.3905483169028936,0.0,-3
